SystemCodeNumber,Capacity,Occupancy,IsSpecialDay,QueueLength,Timestamp,OccupancyRate,VehicleType_bike,VehicleType_car,VehicleType_cycle,VehicleType_truck,TrafficLevel,DayOfWeek
BHMBCCMKT01,577,61,0,2,2016-10-04 07:59:42,0.10571923743500866,0,1,0,0,0,1
BHMBCCMKT01,577,64,0,2,2016-10-04 08:25:42,0.11091854419410745,0,1,0,0,1,1
BHMBCCMKT01,577,80,0,2,2016-10-04 08:59:42,0.1386481802426343,0,1,0,0,0,1
BHMBCCMKT01,577,107,0,3,2016-10-04 09:32:46,0.1854419410745234,0,1,0,0,0,1
BHMBCCMKT01,577,150,0,3,2016-10-04 09:59:48,0.25996533795493937,0,1,0,0,0,1
BHMBCCMKT01,577,177,0,4,2016-10-04 10:26:49,0.30675909878682844,0,1,0,0,0,1
BHMBCCMKT01,577,219,0,6,2016-10-04 10:59:48,0.37954939341421146,1,0,0,0,1,1
BHMBCCMKT01,577,247,0,7,2016-10-04 11:25:47,0.42807625649913345,0,1,0,0,1,1
BHMBCCMKT01,577,259,0,6,2016-10-04 11:59:44,0.4488734835355286,0,1,0,0,1,1
BHMBCCMKT01,577,266,0,10,2016-10-04 12:29:45,0.4610051993067591,1,0,0,0,2,1
BHMBCCMKT01,577,269,0,9,2016-10-04 13:02:48,0.4662045060658579,0,1,0,0,2,1
BHMBCCMKT01,577,263,0,9,2016-10-04 13:29:45,0.4558058925476603,0,1,0,0,2,1
BHMBCCMKT01,577,238,0,5,2016-10-04 14:02:47,0.4124783362218371,0,1,0,0,1,1
BHMBCCMKT01,577,215,0,4,2016-10-04 14:29:49,0.37261698440207974,0,1,0,0,1,1
BHMBCCMKT01,577,192,0,4,2016-10-04 14:57:13,0.3327556325823224,0,1,0,0,1,1
BHMBCCMKT01,577,165,0,3,2016-10-04 15:30:14,0.28596187175043325,0,0,1,0,1,1
BHMBCCMKT01,577,162,0,2,2016-10-04 16:04:12,0.2807625649913345,0,1,0,0,0,1
BHMBCCMKT01,577,143,0,2,2016-10-04 16:31:14,0.24783362218370883,0,1,0,0,0,1
BHMBCCMKT01,577,54,0,1,2016-10-05 07:57:17,0.09358752166377816,0,0,1,0,0,2
BHMBCCMKT01,577,59,0,2,2016-10-05 08:30:15,0.1022530329289428,1,0,0,0,1,2
BHMBCCMKT01,577,71,0,3,2016-10-05 09:04:19,0.12305025996533796,0,1,0,0,0,2
BHMBCCMKT01,577,83,0,2,2016-10-05 09:30:15,0.1438474870017331,1,0,0,0,0,2
BHMBCCMKT01,577,114,0,3,2016-10-05 10:04:15,0.1975736568457539,0,1,0,0,0,2
BHMBCCMKT01,577,128,0,4,2016-10-05 10:30:17,0.2218370883882149,1,0,0,0,1,2
BHMBCCMKT01,577,148,0,6,2016-10-05 11:04:19,0.2564991334488735,0,0,1,0,1,2
BHMBCCMKT01,577,162,0,6,2016-10-05 11:30:18,0.2807625649913345,1,0,0,0,1,2
BHMBCCMKT01,577,178,0,9,2016-10-05 12:04:14,0.30849220103986136,0,0,0,1,2,2
BHMBCCMKT01,577,183,0,7,2016-10-05 12:30:16,0.317157712305026,0,1,0,0,1,2
BHMBCCMKT01,577,175,0,9,2016-10-05 12:57:15,0.30329289428076256,0,0,0,1,2,2
BHMBCCMKT01,577,179,0,8,2016-10-05 13:30:19,0.31022530329289427,0,1,0,0,2,2
BHMBCCMKT01,577,174,0,6,2016-10-05 13:57:20,0.30155979202772965,1,0,0,0,1,2
BHMBCCMKT01,577,158,0,5,2016-10-05 14:30:17,0.2738301559792028,0,1,0,0,1,2
BHMBCCMKT01,577,145,0,5,2016-10-05 14:57:19,0.2512998266897747,0,1,0,0,1,2
BHMBCCMKT01,577,129,0,2,2016-10-05 15:30:15,0.22357019064124783,0,1,0,0,0,2
BHMBCCMKT01,577,121,0,3,2016-10-05 16:04:18,0.2097053726169844,0,0,1,0,0,2
BHMBCCMKT01,577,114,0,2,2016-10-05 16:30:17,0.1975736568457539,0,1,0,0,1,2
BHMBCCMKT01,577,58,0,2,2016-10-06 07:57:25,0.10051993067590988,1,0,0,0,1,3
BHMBCCMKT01,577,63,0,1,2016-10-06 08:30:20,0.10918544194107452,0,1,0,0,0,3
BHMBCCMKT01,577,70,0,1,2016-10-06 08:57:22,0.12131715771230503,0,1,0,0,0,3
BHMBCCMKT01,577,95,0,3,2016-10-06 09:30:20,0.16464471403812825,0,1,0,0,1,3
BHMBCCMKT01,577,135,0,4,2016-10-06 10:03:20,0.2339688041594454,0,1,0,0,0,3
BHMBCCMKT01,577,160,0,7,2016-10-06 10:30:20,0.2772963604852686,0,1,0,0,2,3
BHMBCCMKT01,577,177,0,5,2016-10-06 10:57:20,0.30675909878682844,0,1,0,0,1,3
BHMBCCMKT01,577,191,0,6,2016-10-06 11:30:22,0.3310225303292894,0,1,0,0,1,3
BHMBCCMKT01,577,199,0,9,2016-10-06 12:04:24,0.34488734835355284,0,1,0,0,2,3
BHMBCCMKT01,577,206,0,9,2016-10-06 12:30:24,0.35701906412478335,0,0,0,1,2,3
BHMBCCMKT01,577,198,0,9,2016-10-06 12:57:21,0.3431542461005199,0,1,0,0,2,3
BHMBCCMKT01,577,208,0,9,2016-10-06 13:30:21,0.36048526863084923,0,1,0,0,2,3
BHMBCCMKT01,577,200,0,6,2016-10-06 13:57:22,0.3466204506065858,0,1,0,0,1,3
BHMBCCMKT01,577,175,0,4,2016-10-06 14:30:23,0.30329289428076256,0,1,0,0,1,3
BHMBCCMKT01,577,158,0,3,2016-10-06 15:04:22,0.2738301559792028,1,0,0,0,0,3
BHMBCCMKT01,577,153,0,3,2016-10-06 15:31:22,0.2651646447140381,0,1,0,0,1,3
BHMBCCMKT01,577,135,0,2,2016-10-06 16:04:23,0.2339688041594454,0,0,1,0,0,3
BHMBCCMKT01,577,129,0,2,2016-10-06 16:30:27,0.22357019064124783,0,0,0,1,0,3
BHMBCCMKT01,577,58,0,2,2016-10-07 08:03:27,0.10051993067590988,0,1,0,0,0,4
BHMBCCMKT01,577,61,0,2,2016-10-07 08:30:27,0.10571923743500866,0,1,0,0,0,4
BHMBCCMKT01,577,75,0,3,2016-10-07 09:04:13,0.12998266897746968,0,1,0,0,1,4
BHMBCCMKT01,577,103,0,2,2016-10-07 09:30:27,0.17850953206239167,0,1,0,0,0,4
BHMBCCMKT01,577,128,0,3,2016-10-07 09:57:27,0.2218370883882149,0,1,0,0,0,4
BHMBCCMKT01,577,172,0,5,2016-10-07 10:30:27,0.29809358752166376,0,1,0,0,1,4
BHMBCCMKT01,577,188,0,5,2016-10-07 10:57:30,0.32582322357019067,0,0,1,0,1,4
BHMBCCMKT01,577,199,0,6,2016-10-07 11:30:28,0.34488734835355284,0,1,0,0,1,4
BHMBCCMKT01,577,210,0,6,2016-10-07 12:03:29,0.36395147313691506,1,0,0,0,1,4
BHMBCCMKT01,577,206,0,9,2016-10-07 12:30:28,0.35701906412478335,0,1,0,0,2,4
BHMBCCMKT01,577,200,0,9,2016-10-07 13:04:28,0.3466204506065858,0,1,0,0,2,4
BHMBCCMKT01,577,201,0,9,2016-10-07 13:30:29,0.3483535528596187,0,1,0,0,2,4
BHMBCCMKT01,577,193,0,5,2016-10-07 14:03:28,0.3344887348353553,0,0,1,0,1,4
BHMBCCMKT01,577,181,0,5,2016-10-07 14:30:32,0.31369150779896016,0,0,1,0,1,4
BHMBCCMKT01,577,172,0,3,2016-10-07 15:04:30,0.29809358752166376,0,1,0,0,0,4
BHMBCCMKT01,577,159,0,2,2016-10-07 15:30:32,0.2755632582322357,0,0,1,0,0,4
BHMBCCMKT01,577,158,0,3,2016-10-07 15:57:31,0.2738301559792028,0,0,1,0,0,4
BHMBCCMKT01,577,132,0,3,2016-10-07 16:30:29,0.22876949740034663,0,0,1,0,0,4
BHMBCCMKT01,577,58,0,2,2016-10-08 07:57:38,0.10051993067590988,0,0,0,1,0,5
BHMBCCMKT01,577,61,0,3,2016-10-08 08:30:37,0.10571923743500866,0,1,0,0,0,5
BHMBCCMKT01,577,75,0,1,2016-10-08 08:57:34,0.12998266897746968,0,1,0,0,0,5
BHMBCCMKT01,577,104,0,4,2016-10-08 09:30:37,0.18024263431542462,1,0,0,0,1,5
BHMBCCMKT01,577,158,0,4,2016-10-08 10:04:34,0.2738301559792028,0,1,0,0,0,5
BHMBCCMKT01,577,191,0,5,2016-10-08 10:30:34,0.3310225303292894,0,1,0,0,1,5
BHMBCCMKT01,577,223,0,5,2016-10-08 10:57:34,0.38648180242634317,0,1,0,0,1,5
BHMBCCMKT01,577,254,0,6,2016-10-08 11:30:38,0.44020797227036396,1,0,0,0,1,5
BHMBCCMKT01,577,306,0,10,2016-10-08 12:04:34,0.5303292894280762,1,0,0,0,2,5
BHMBCCMKT01,577,320,0,11,2016-10-08 12:30:36,0.5545927209705372,0,0,1,0,2,5
BHMBCCMKT01,577,348,0,10,2016-10-08 13:04:39,0.6031195840554593,0,1,0,0,2,5
BHMBCCMKT01,577,357,0,10,2016-10-08 13:30:36,0.6187175043327556,0,1,0,0,2,5
BHMBCCMKT01,577,395,0,5,2016-10-08 14:03:38,0.6845753899480069,1,0,0,0,1,5
BHMBCCMKT01,577,400,0,5,2016-10-08 14:30:35,0.6932409012131716,0,0,1,0,1,5
BHMBCCMKT01,577,395,0,6,2016-10-08 14:57:41,0.6845753899480069,0,0,1,0,1,5
BHMBCCMKT01,577,406,0,3,2016-10-08 15:30:39,0.7036395147313691,0,0,0,1,0,5
BHMBCCMKT01,577,381,0,3,2016-10-08 16:04:39,0.6603119584055459,1,0,0,0,1,5
BHMBCCMKT01,577,365,0,3,2016-10-08 16:30:42,0.6325823223570191,0,1,0,0,0,5
BHMBCCMKT01,577,42,1,2,2016-10-09 08:04:40,0.07279029462738301,0,1,0,0,0,6
BHMBCCMKT01,577,42,1,3,2016-10-09 08:30:45,0.07279029462738301,0,1,0,0,0,6
BHMBCCMKT01,577,43,1,3,2016-10-09 09:04:46,0.07452339688041594,1,0,0,0,1,6
BHMBCCMKT01,577,43,1,3,2016-10-09 09:30:45,0.07452339688041594,1,0,0,0,0,6
BHMBCCMKT01,577,50,1,3,2016-10-09 09:57:41,0.08665511265164645,0,1,0,0,0,6
BHMBCCMKT01,577,64,1,5,2016-10-09 10:30:43,0.11091854419410745,0,1,0,0,1,6
BHMBCCMKT01,577,100,1,8,2016-10-09 11:04:44,0.1733102253032929,0,1,0,0,1,6
BHMBCCMKT01,577,126,1,8,2016-10-09 11:30:41,0.21837088388214904,0,1,0,0,1,6
BHMBCCMKT01,577,148,1,8,2016-10-09 11:57:46,0.2564991334488735,0,0,1,0,1,6
BHMBCCMKT01,577,170,1,13,2016-10-09 12:30:41,0.29462738301559793,0,0,0,1,2,6
BHMBCCMKT01,577,189,1,12,2016-10-09 13:04:43,0.3275563258232236,0,1,0,0,2,6
BHMBCCMKT01,577,205,1,9,2016-10-09 13:30:42,0.35528596187175043,1,0,0,0,1,6
BHMBCCMKT01,577,208,1,7,2016-10-09 14:03:42,0.36048526863084923,0,0,0,1,1,6
BHMBCCMKT01,577,209,1,7,2016-10-09 14:30:42,0.36221837088388215,0,1,0,0,1,6
BHMBCCMKT01,577,191,1,4,2016-10-09 15:04:44,0.3310225303292894,0,1,0,0,0,6
BHMBCCMKT01,577,180,1,4,2016-10-09 15:30:46,0.3119584055459272,0,1,0,0,0,6
BHMBCCMKT01,577,155,1,5,2016-10-09 16:03:43,0.268630849220104,0,1,0,0,1,6
BHMBCCMKT01,577,133,1,3,2016-10-09 16:30:43,0.23050259965337955,0,1,0,0,0,6
BHMBCCMKT01,577,54,0,2,2016-10-10 08:04:47,0.09358752166377816,1,0,0,0,0,0
BHMBCCMKT01,577,56,0,2,2016-10-10 08:30:47,0.09705372616984402,0,1,0,0,0,0
BHMBCCMKT01,577,65,0,1,2016-10-10 09:04:47,0.11265164644714037,0,0,0,1,0,0
BHMBCCMKT01,577,73,0,2,2016-10-10 09:30:49,0.1265164644714038,1,0,0,0,0,0
BHMBCCMKT01,577,92,0,3,2016-10-10 10:03:48,0.15944540727902945,0,1,0,0,0,0
BHMBCCMKT01,577,113,0,5,2016-10-10 10:30:48,0.19584055459272098,0,1,0,0,1,0
BHMBCCMKT01,577,144,0,4,2016-10-10 10:57:52,0.24956672443674177,0,1,0,0,1,0
BHMBCCMKT01,577,149,0,6,2016-10-10 11:30:48,0.2582322357019064,0,1,0,0,1,0
BHMBCCMKT01,577,159,0,8,2016-10-10 11:57:49,0.2755632582322357,0,0,0,1,2,0
BHMBCCMKT01,577,171,0,9,2016-10-10 12:30:48,0.29636048526863085,1,0,0,0,2,0
BHMBCCMKT01,577,176,0,9,2016-10-10 13:04:49,0.3050259965337955,1,0,0,0,2,0
BHMBCCMKT01,577,172,0,9,2016-10-10 13:30:49,0.29809358752166376,1,0,0,0,2,0
BHMBCCMKT01,577,161,0,5,2016-10-10 14:03:49,0.27902946273830154,0,1,0,0,1,0
BHMBCCMKT01,577,154,0,4,2016-10-10 14:30:49,0.2668977469670711,0,1,0,0,1,0
BHMBCCMKT01,577,137,0,5,2016-10-10 14:57:54,0.23743500866551126,1,0,0,0,1,0
BHMBCCMKT01,577,129,0,2,2016-10-10 15:30:49,0.22357019064124783,0,1,0,0,0,0
BHMBCCMKT01,577,130,0,3,2016-10-10 15:57:55,0.22530329289428075,0,1,0,0,0,0
BHMBCCMKT01,577,114,0,3,2016-10-10 16:30:49,0.1975736568457539,0,1,0,0,0,0
BHMBCCMKT01,577,56,0,2,2016-10-11 08:04:57,0.09705372616984402,0,0,0,1,1,1
BHMBCCMKT01,577,64,0,2,2016-10-11 08:30:54,0.11091854419410745,1,0,0,0,0,1
BHMBCCMKT01,577,74,0,2,2016-10-11 08:57:56,0.12824956672443674,0,1,0,0,0,1
BHMBCCMKT01,577,93,0,2,2016-10-11 09:30:55,0.1611785095320624,0,1,0,0,0,1
BHMBCCMKT01,577,129,0,2,2016-10-11 09:57:59,0.22357019064124783,0,1,0,0,0,1
BHMBCCMKT01,577,167,0,5,2016-10-11 10:30:54,0.28942807625649913,0,1,0,0,1,1
BHMBCCMKT01,577,200,0,4,2016-10-11 10:57:55,0.3466204506065858,0,1,0,0,1,1
BHMBCCMKT01,577,219,0,7,2016-10-11 11:30:59,0.37954939341421146,0,1,0,0,1,1
BHMBCCMKT01,577,225,0,9,2016-10-11 12:03:55,0.389948006932409,1,0,0,0,2,1
BHMBCCMKT01,577,221,0,11,2016-10-11 12:30:56,0.3830155979202773,0,1,0,0,2,1
BHMBCCMKT01,577,217,0,9,2016-10-11 13:04:00,0.37608318890814557,0,0,0,1,2,1
BHMBCCMKT01,577,217,0,9,2016-10-11 13:31:01,0.37608318890814557,0,0,0,1,2,1
BHMBCCMKT01,577,208,0,5,2016-10-11 14:04:00,0.36048526863084923,0,0,1,0,1,1
BHMBCCMKT01,577,191,0,4,2016-10-11 14:30:56,0.3310225303292894,1,0,0,0,1,1
BHMBCCMKT01,577,167,0,3,2016-10-11 15:03:58,0.28942807625649913,1,0,0,0,0,1
BHMBCCMKT01,577,159,0,3,2016-10-11 15:33:56,0.2755632582322357,0,1,0,0,0,1
BHMBCCMKT01,577,150,0,2,2016-10-11 16:01:00,0.25996533795493937,0,1,0,0,0,1
BHMBCCMKT01,577,127,0,2,2016-10-11 16:26:56,0.22010398613518198,1,0,0,0,0,1
BHMBCCMKT01,577,51,0,2,2016-10-12 08:04:00,0.08838821490467938,0,1,0,0,0,2
BHMBCCMKT01,577,57,0,2,2016-10-12 08:31:01,0.09878682842287695,0,1,0,0,0,2
BHMBCCMKT01,577,64,0,2,2016-10-12 09:03:59,0.11091854419410745,0,1,0,0,0,2
BHMBCCMKT01,577,73,0,2,2016-10-12 09:26:58,0.1265164644714038,0,1,0,0,0,2
BHMBCCMKT01,577,99,0,4,2016-10-12 10:01:04,0.17157712305025996,0,1,0,0,0,2
BHMBCCMKT01,577,112,0,4,2016-10-12 10:31:04,0.19410745233968804,0,1,0,0,1,2
BHMBCCMKT01,577,127,0,6,2016-10-12 11:04:01,0.22010398613518198,1,0,0,0,1,2
BHMBCCMKT01,577,128,0,8,2016-10-12 11:31:05,0.2218370883882149,0,1,0,0,2,2
BHMBCCMKT01,577,143,0,6,2016-10-12 12:04:04,0.24783362218370883,0,1,0,0,1,2
BHMBCCMKT01,577,158,0,9,2016-10-12 12:31:05,0.2738301559792028,0,1,0,0,2,2
BHMBCCMKT01,577,157,0,9,2016-10-12 13:04:04,0.2720970537261698,0,1,0,0,2,2
BHMBCCMKT01,577,164,0,8,2016-10-12 13:34:03,0.28422876949740034,0,1,0,0,2,2
BHMBCCMKT01,577,167,0,7,2016-10-12 14:03:59,0.28942807625649913,1,0,0,0,2,2
BHMBCCMKT01,577,159,0,7,2016-10-12 14:34:04,0.2755632582322357,0,1,0,0,2,2
BHMBCCMKT01,577,140,0,2,2016-10-12 15:01:03,0.24263431542461006,0,0,1,0,0,2
BHMBCCMKT01,577,128,0,3,2016-10-12 15:30:59,0.2218370883882149,1,0,0,0,0,2
BHMBCCMKT01,577,121,0,2,2016-10-12 15:57:05,0.2097053726169844,0,1,0,0,0,2
BHMBCCMKT01,577,111,0,2,2016-10-12 16:31:05,0.1923743500866551,0,0,0,1,0,2
BHMBCCMKT01,577,58,0,2,2016-10-13 07:57:02,0.10051993067590988,0,0,1,0,0,3
BHMBCCMKT01,577,65,0,2,2016-10-13 08:31:06,0.11265164644714037,0,1,0,0,1,3
BHMBCCMKT01,577,76,0,3,2016-10-13 09:04:02,0.1317157712305026,0,1,0,0,0,3
BHMBCCMKT01,577,97,0,3,2016-10-13 09:31:01,0.1681109185441941,1,0,0,0,0,3
BHMBCCMKT01,577,127,0,4,2016-10-13 09:57:08,0.22010398613518198,0,1,0,0,1,3
BHMBCCMKT01,577,166,0,6,2016-10-13 10:31:03,0.2876949740034662,0,1,0,0,1,3
BHMBCCMKT01,577,200,0,6,2016-10-13 11:04:08,0.3466204506065858,0,1,0,0,1,3
BHMBCCMKT01,577,220,0,6,2016-10-13 11:31:06,0.38128249566724437,1,0,0,0,1,3
BHMBCCMKT01,577,230,0,6,2016-10-13 11:57:06,0.3986135181975737,0,1,0,0,1,3
BHMBCCMKT01,577,231,0,10,2016-10-13 12:31:08,0.4003466204506066,0,1,0,0,2,3
BHMBCCMKT01,577,214,0,9,2016-10-13 13:04:04,0.3708838821490468,0,1,0,0,2,3
BHMBCCMKT01,577,203,0,9,2016-10-13 13:31:08,0.35181975736568455,0,0,1,0,2,3
BHMBCCMKT01,577,205,0,6,2016-10-13 13:57:07,0.35528596187175043,0,1,0,0,1,3
BHMBCCMKT01,577,181,0,5,2016-10-13 14:31:06,0.31369150779896016,0,0,1,0,1,3
BHMBCCMKT01,577,162,0,3,2016-10-13 15:04:08,0.2807625649913345,0,1,0,0,0,3
BHMBCCMKT01,577,144,0,3,2016-10-13 15:31:08,0.24956672443674177,1,0,0,0,0,3
BHMBCCMKT01,577,132,0,2,2016-10-13 16:04:08,0.22876949740034663,0,0,0,1,0,3
BHMBCCMKT01,577,130,0,3,2016-10-13 16:31:08,0.22530329289428075,0,1,0,0,0,3
BHMBCCMKT01,577,53,0,2,2016-10-14 08:01:05,0.09185441941074524,0,1,0,0,0,4
BHMBCCMKT01,577,57,0,1,2016-10-14 08:27:10,0.09878682842287695,1,0,0,0,0,4
BHMBCCMKT01,577,67,0,2,2016-10-14 09:01:08,0.11611785095320624,0,1,0,0,0,4
BHMBCCMKT01,577,100,0,3,2016-10-14 09:27:10,0.1733102253032929,0,1,0,0,0,4
BHMBCCMKT01,577,134,0,3,2016-10-14 10:01:11,0.2322357019064125,0,0,0,1,0,4
BHMBCCMKT01,577,157,0,5,2016-10-14 10:27:09,0.2720970537261698,0,1,0,0,1,4
BHMBCCMKT01,577,205,0,6,2016-10-14 11:01:07,0.35528596187175043,0,1,0,0,1,4
BHMBCCMKT01,577,220,0,6,2016-10-14 11:27:06,0.38128249566724437,0,1,0,0,1,4
BHMBCCMKT01,577,224,0,10,2016-10-14 12:01:11,0.3882149046793761,0,1,0,0,2,4
BHMBCCMKT01,577,213,0,9,2016-10-14 12:27:06,0.36915077989601386,0,1,0,0,2,4
BHMBCCMKT01,577,205,0,9,2016-10-14 13:01:11,0.35528596187175043,0,1,0,0,2,4
BHMBCCMKT01,577,201,0,9,2016-10-14 13:27:07,0.3483535528596187,0,1,0,0,2,4
BHMBCCMKT01,577,182,0,5,2016-10-14 14:01:11,0.31542461005199307,0,1,0,0,1,4
BHMBCCMKT01,577,174,0,4,2016-10-14 14:34:08,0.30155979202772965,0,0,1,0,1,4
BHMBCCMKT01,577,171,0,3,2016-10-14 15:01:12,0.29636048526863085,0,1,0,0,0,4
BHMBCCMKT01,577,161,0,3,2016-10-14 15:27:08,0.27902946273830154,0,1,0,0,0,4
BHMBCCMKT01,577,138,0,2,2016-10-14 16:01:11,0.2391681109185442,0,1,0,0,0,4
BHMBCCMKT01,577,134,0,3,2016-10-14 16:34:08,0.2322357019064125,0,0,1,0,1,4
BHMBCCMKT01,577,53,0,2,2016-10-15 08:01:11,0.09185441941074524,0,1,0,0,0,5
BHMBCCMKT01,577,63,0,1,2016-10-15 08:34:10,0.10918544194107452,0,1,0,0,0,5
BHMBCCMKT01,577,77,0,3,2016-10-15 09:01:09,0.13344887348353554,0,1,0,0,0,5
BHMBCCMKT01,577,101,0,3,2016-10-15 09:27:11,0.17504332755632582,0,0,1,0,0,5
BHMBCCMKT01,577,154,0,4,2016-10-15 10:01:12,0.2668977469670711,0,1,0,0,0,5
BHMBCCMKT01,577,171,0,4,2016-10-15 10:27:15,0.29636048526863085,0,1,0,0,0,5
BHMBCCMKT01,577,211,0,6,2016-10-15 11:01:14,0.36568457538994803,0,1,0,0,1,5
BHMBCCMKT01,577,239,0,6,2016-10-15 11:27:14,0.41421143847487,0,1,0,0,1,5
BHMBCCMKT01,577,276,0,10,2016-10-15 12:01:12,0.4783362218370884,0,1,0,0,2,5
BHMBCCMKT01,577,297,0,11,2016-10-15 12:27:10,0.5147313691507799,0,1,0,0,2,5
BHMBCCMKT01,577,332,0,10,2016-10-15 13:01:14,0.5753899480069324,1,0,0,0,2,5
BHMBCCMKT01,577,352,0,11,2016-10-15 13:34:13,0.610051993067591,0,1,0,0,2,5
BHMBCCMKT01,577,391,0,6,2016-10-15 14:01:13,0.6776429809358753,0,1,0,0,1,5
BHMBCCMKT01,577,409,0,6,2016-10-15 14:27:12,0.708838821490468,0,0,1,0,1,5
BHMBCCMKT01,577,442,0,4,2016-10-15 15:01:13,0.7660311958405546,0,0,1,0,0,5
BHMBCCMKT01,577,428,0,4,2016-10-15 15:27:12,0.7417677642980935,0,1,0,0,0,5
BHMBCCMKT01,577,412,0,3,2016-10-15 16:01:15,0.7140381282495667,0,1,0,0,0,5
BHMBCCMKT01,577,393,0,3,2016-10-15 16:27:16,0.6811091854419411,0,1,0,0,0,5
